Title,Loser,Winner,Weight_Class,Method,Rounds,Time,Time Format,Refree,Details,Fighter(A),KnockDowns(A),LANDED SIG. STR(A),ATTEMPTED SIG. STR(A),SIG. STR%(A),TOTAL STR(A),LANDED_TD(A),ATTEMPTED_TD(A),TD% (A),SUB_ATT(A),REV(A),CTRL(A),HEAD(A),BODY(A),LEG(A),DISTANCE(A),CLINCH(A),GROUND(A),Fighter(B),KnockDowns(B),LANDED SIG. STR(B),ATTEMPTED SIG. STR(B),SIG. STR%(B),TOTAL STR(B),LANDED_TD(B),ATTEMPTED_TD(B),TD% (B),SUB_ATT(B),REV(B),CTRL(B),HEAD(B),BODY(B),LEG(B),DISTANCE(B),CLINCH(B),GROUND(B)
UFC 254: Khabib vs. Gaethje,Nathaniel Wood ,Casey Kenney ,Catch Weight Bout, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Anders Ohlsson,Ben Cartlidge 28 - 29. Derek Cleary 28 - 29. David Lethaby 27 - 30.,Nathaniel Wood ,0,136,321,42%,138 of 325,0,3,0%,0,0,0:00,70 of 237,9 of 22,57 of 62,134 of 318,2 of 3,0 of 0,Casey Kenney ,0,123,247,49%,125 of 249,2,6,33%,0,0,1:30,74 of 189,25 of 32,24 of 26,118 of 241,4 of 5,1 of 1
UFC 254: Khabib vs. Gaethje,Stefan Struve ,Tai Tuivasa ,Heavyweight Bout, KO/TKO ,1,4:59,3 Rnd (5-5-5),Jason Herzog,Punches to Head At Distance,Stefan Struve ,0,13,19,68%,13 of 19,0,1,0%,0,0,0:00,4 of 6,4 of 8,5 of 5,13 of 19,0 of 0,0 of 0,Tai Tuivasa ,1,27,42,64%,48 of 63,0,0,---,0,0,1:44,15 of 28,4 of 4,8 of 10,14 of 28,10 of 11,3 of 3
UFC 254: Khabib vs. Gaethje,Ion Cutelaba ,Magomed Ankalaev ,Light Heavyweight Bout, KO/TKO ,1,4:19,3 Rnd (5-5-5),Anders Ohlsson,Punch to Head At Distance,Magomed Ankalaev ,2,21,41,51%,21 of 41,0,0,---,0,0,0:05,17 of 36,2 of 3,2 of 2,14 of 31,1 of 1,6 of 9,Ion Cutelaba ,0,11,36,30%,11 of 36,0,0,---,0,0,0:00,5 of 27,2 of 4,4 of 5,11 of 36,0 of 0,0 of 0
UFC 254: Khabib vs. Gaethje,Liliya Shakirova ,Lauren Murphy ,Women's Flyweight Bout, Submission ,2,3:31,3 Rnd (5-5-5),Lukasz Bosacki,Rear Naked Choke,Lauren Murphy ,0,22,85,25%,32 of 96,1,1,100%,1,0,1:10,16 of 78,6 of 7,0 of 0,12 of 72,8 of 11,2 of 2,Liliya Shakirova ,0,23,75,30%,27 of 80,0,3,0%,0,0,0:29,7 of 45,7 of 17,9 of 13,23 of 75,0 of 0,0 of 0
UFC 254: Khabib vs. Gaethje,Jacob Malkoun ,Phil Hawes ,Middleweight Bout, KO/TKO ,1,0:18,3 Rnd (5-5-5),Jason Herzog,Punches to Head At Distance,Jacob Malkoun ,0,0,2,0%,0 of 2,0,0,---,0,0,0:00,0 of 2,0 of 0,0 of 0,0 of 2,0 of 0,0 of 0,Phil Hawes ,1,7,11,63%,7 of 11,0,0,---,0,0,0:01,7 of 11,0 of 0,0 of 0,5 of 9,0 of 0,2 of 2
UFC 254: Khabib vs. Gaethje,Walt Harris ,Alexander Volkov ,Heavyweight Bout, KO/TKO ,2,1:15,3 Rnd (5-5-5),Lukasz Bosacki,Kick to Body At Distance Front Kick,Alexander Volkov ,0,45,73,61%,45 of 73,0,0,---,0,0,0:05,32 of 59,11 of 11,2 of 3,42 of 69,3 of 4,0 of 0,Walt Harris ,0,16,58,27%,16 of 58,0,1,0%,0,0,0:00,7 of 45,5 of 9,4 of 4,16 of 56,0 of 2,0 of 0
UFC 254: Khabib vs. Gaethje,Jared Cannonier ,Robert Whittaker ,Middleweight Bout, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Anders Ohlsson,Derek Cleary 28 - 29. Sal D'amato 28 - 29. David Lethaby 28 - 29.,Robert Whittaker ,1,69,151,45%,75 of 158,0,2,0%,0,0,2:10,59 of 138,5 of 8,5 of 5,62 of 137,1 of 2,6 of 12,Jared Cannonier ,0,53,89,59%,58 of 94,0,0,---,0,0,0:30,17 of 46,14 of 18,22 of 25,49 of 84,4 of 5,0 of 0
UFC 254: Khabib vs. Gaethje,Justin Gaethje ,Khabib Nurmagomedov ,UFC Lightweight Title Bout, Submission ,2,1:34,5 Rnd (5-5-5-5-5),Jason Herzog,Triangle Choke From Bottom Guard Jumped from mount to lock up triangle in bottom guard,Khabib Nurmagomedov ,0,26,80,32%,26 of 80,2,3,66%,1,0,0:55,18 of 72,7 of 7,1 of 1,25 of 79,0 of 0,1 of 1,Justin Gaethje ,0,29,45,64%,29 of 46,0,0,---,0,0,0:14,12 of 26,2 of 4,15 of 15,29 of 45,0 of 0,0 of 0
UFC Fight Night: Ortega vs. The Korean Zombie,Gadzhimurad Antigulov ,Maxim Grishin ,Light Heavyweight Bout, KO/TKO ,2,4:58,3 Rnd (5-5-5),Anders Ohlsson,Punches to Head At Distance,Gadzhimurad Antigulov ,0,12,23,52%,31 of 44,1,5,20%,0,0,2:39,5 of 15,4 of 5,3 of 3,8 of 17,3 of 5,1 of 1,Maxim Grishin ,0,34,76,44%,66 of 126,1,1,100%,0,0,2:21,20 of 61,6 of 7,8 of 8,22 of 45,3 of 6,9 of 25
UFC Fight Night: Ortega vs. The Korean Zombie,Jamie Mullarkey ,Fares Ziam ,Lightweight Bout, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Lukasz Bosacki,Ben Cartlidge 28 - 29. Darryl Ransom 28 - 29. Clemens Werner 28 - 29.,Jamie Mullarkey ,0,20,72,27%,29 of 84,5,11,45%,0,0,6:56,7 of 51,2 of 8,11 of 13,18 of 65,2 of 7,0 of 0,Fares Ziam ,0,47,89,52%,54 of 98,1,5,20%,0,2,1:12,34 of 76,4 of 4,9 of 9,35 of 72,6 of 8,6 of 9
UFC Fight Night: Ortega vs. The Korean Zombie,John Phillips ,Junyong Park ,Middleweight Bout, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Lukasz Bosacki,Ben Cartlidge 25 - 30. David Lethaby 25 - 30. Victor Wolf 25 - 30.,Junyong Park ,0,10,21,47%,260 of 350,4,4,100%,0,0,13:11,10 of 21,0 of 0,0 of 0,2 of 2,0 of 0,8 of 19,John Phillips ,0,5,14,35%,13 of 25,0,0,---,0,0,0:00,1 of 10,2 of 2,2 of 2,5 of 14,0 of 0,0 of 0
UFC Fight Night: Ortega vs. The Korean Zombie,Poliana Botelho ,Gillian Robertson ,Women's Flyweight Bout, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Anders Ohlsson,Victor Wolf 28 - 29. Clemens Werner 27 - 29. Ben Cartlidge 27 - 29.,Gillian Robertson ,0,57,98,58%,104 of 161,3,7,42%,0,0,9:34,43 of 77,7 of 10,7 of 11,9 of 30,0 of 0,48 of 68,Poliana Botelho ,0,22,43,51%,39 of 61,0,0,---,0,0,1:16,11 of 32,8 of 8,3 of 3,15 of 35,4 of 5,3 of 3
UFC Fight Night: Ortega vs. The Korean Zombie,Mateusz Gamrot ,Guram Kutateladze ,Lightweight Bout, Decision - Split ,3,5:00,3 Rnd (5-5-5),Lukasz Bosacki,Darryl Ransom 28 - 29. David Lethaby 29 - 28. Victor Wolf 28 - 29.,Mateusz Gamrot ,0,52,126,41%,69 of 151,5,16,31%,0,0,3:29,42 of 112,6 of 10,4 of 4,37 of 103,4 of 4,11 of 19,Guram Kutateladze ,1,37,86,43%,43 of 93,0,1,0%,0,0,0:01,12 of 48,12 of 24,13 of 14,35 of 84,0 of 0,2 of 2
UFC Fight Night: Ortega vs. The Korean Zombie,Thomas Almeida ,Jonathan Martinez ,Featherweight Bout, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Anders Ohlsson,Ben Cartlidge 27 - 30. Darryl Ransom 27 - 30. Victor Wolf 27 - 30.,Thomas Almeida ,0,64,171,37%,64 of 171,0,5,0%,0,0,0:02,33 of 127,17 of 29,14 of 15,56 of 163,8 of 8,0 of 0,Jonathan Martinez ,0,73,205,35%,73 of 205,0,0,---,0,0,0:00,53 of 170,18 of 33,2 of 2,69 of 201,4 of 4,0 of 0
UFC Fight Night: Ortega vs. The Korean Zombie,Claudio Silva ,James Krause ,Welterweight Bout, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Lukasz Bosacki,Ben Cartlidge 27 - 30. Darryl Ransom 27 - 30. Clemens Werner 27 - 30.,Claudio Silva ,0,64,214,29%,66 of 216,2,12,16%,0,0,0:58,30 of 143,11 of 43,23 of 28,64 of 214,0 of 0,0 of 0,James Krause ,0,94,159,59%,96 of 162,0,1,0%,0,0,0:14,73 of 135,18 of 21,3 of 3,94 of 159,0 of 0,0 of 0
UFC Fight Night: Ortega vs. The Korean Zombie,Modestas Bukauskas ,Jimmy Crute ,Light Heavyweight Bout, KO/TKO ,1,2:01,3 Rnd (5-5-5),Anders Ohlsson,Punches to Head At Distance,Jimmy Crute ,2,17,24,70%,18 of 25,0,1,0%,0,0,0:25,8 of 14,1 of 1,8 of 9,14 of 21,1 of 1,2 of 2,Modestas Bukauskas ,0,7,17,41%,7 of 17,0,0,---,0,0,0:00,2 of 11,2 of 3,3 of 3,7 of 17,0 of 0,0 of 0
UFC Fight Night: Ortega vs. The Korean Zombie,Katlyn Chookagian ,Jessica Andrade ,Women's Flyweight Bout, KO/TKO ,1,4:55,3 Rnd (5-5-5),Lukasz Bosacki,Punch to Body At Distance,Katlyn Chookagian ,0,19,53,35%,27 of 61,0,0,---,0,0,0:25,7 of 35,12 of 18,0 of 0,10 of 41,9 of 12,0 of 0,Jessica Andrade ,1,28,43,65%,62 of 79,2,3,66%,0,0,2:26,11 of 24,11 of 12,6 of 7,14 of 28,8 of 9,6 of 6
UFC Fight Night: Ortega vs. The Korean Zombie,Chan Sung Jung ,Brian Ortega ,Featherweight Bout, Decision - Unanimous ,5,5:00,5 Rnd (5-5-5-5-5),Lukasz Bosacki,Ben Cartlidge 45 - 50. David Lethaby 45 - 50. Clemens Werner 45 - 50.,Brian Ortega ,2,127,212,59%,129 of 214,3,10,30%,0,0,0:57,59%,35 of 59,0 of 2,0%,0,0,Chan Sung Jung ,0,62,163,38%,64 of 166,0,0,---,0,0,0:00,42%,19 of 45,0 of 0,---,0,0
UFC Fight Night: Moraes vs. Sandhagen,Stephanie Egger ,Tracy Cortez ,Women's Bantamweight Bout, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Kevin Sataki,Vito Paolillo 27 - 30. Darryl Ransom 27 - 30. Clemens Werner 27 - 30.,Tracy Cortez ,0,20,42,47%,66 of 109,3,5,60%,0,0,9:58,11 of 28,3 of 6,6 of 8,9 of 24,0 of 2,11 of 16,Stephanie Egger ,0,10,32,31%,27 of 70,1,6,16%,0,1,2:07,6 of 24,0 of 2,4 of 6,8 of 29,2 of 3,0 of 0
UFC Fight Night: Moraes vs. Sandhagen,Omar Morales ,Giga Chikadze ,Featherweight Bout, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Marc Goddard,Mike Bell 27 - 30. Vito Paolillo 27 - 30. Victor Wolf 27 - 30.,Giga Chikadze ,1,65,157,41%,69 of 163,0,1,0%,0,0,0:29,32 of 117,24 of 28,9 of 12,54 of 134,0 of 2,11 of 21,Omar Morales ,0,34,128,26%,35 of 130,0,0,---,0,0,1:04,23 of 111,7 of 11,4 of 6,34 of 125,0 of 0,0 of 3
UFC Fight Night: Moraes vs. Sandhagen,Ali AlQaisi ,Tony Kelley ,Bantamweight Bout, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Lukasz Bosacki,Darryl Ransom 27 - 30. Anders Ohlsson 28 - 29. Clemens Werner 28 - 29.,Ali AlQaisi ,0,29,67,43%,58 of 103,5,15,33%,1,0,6:00,12 of 42,3 of 6,14 of 19,27 of 61,1 of 3,1 of 3,Tony Kelley ,0,23,62,37%,61 of 109,0,0,---,4,0,1:56,11 of 43,5 of 9,7 of 10,21 of 58,2 of 4,0 of 0
UFC Fight Night: Moraes vs. Sandhagen,Impa Kasanganay ,Joaquin Buckley ,Middleweight Bout, KO/TKO ,2,2:03,3 Rnd (5-5-5),Kevin Sataki,Spinning Back Kick Head,Impa Kasanganay ,0,28,79,35%,31 of 85,0,0,---,0,0,0:00,17 of 64,5 of 8,6 of 7,28 of 79,0 of 0,0 of 0,Joaquin Buckley ,1,29,94,30%,29 of 95,1,2,50%,0,0,1:03,19 of 79,5 of 10,5 of 5,25 of 88,2 of 3,2 of 3
UFC Fight Night: Moraes vs. Sandhagen,Rodrigo Nascimento ,Chris Daukaus ,Heavyweight Bout, KO/TKO ,1,0:45,3 Rnd (5-5-5),Marc Goddard,Punches to Head At Distance,Chris Daukaus ,2,13,21,61%,13 of 21,0,0,---,0,0,0:24,13 of 21,0 of 0,0 of 0,6 of 11,0 of 0,7 of 10,Rodrigo Nascimento ,0,1,4,25%,1 of 4,0,0,---,0,0,0:00,0 of 3,0 of 0,1 of 1,1 of 4,0 of 0,0 of 0
UFC Fight Night: Moraes vs. Sandhagen,KB Bhullar ,Tom Breese ,Middleweight Bout, KO/TKO ,1,1:42,3 Rnd (5-5-5),Lukasz Bosacki,Punch to Head At Distance,Tom Breese ,1,17,27,62%,18 of 28,0,0,---,0,0,0:05,15 of 25,0 of 0,2 of 2,11 of 19,0 of 1,6 of 7,KB Bhullar ,0,2,15,13%,2 of 16,0,0,---,0,0,0:00,0 of 9,0 of 2,2 of 4,2 of 15,0 of 0,0 of 0
UFC Fight Night: Moraes vs. Sandhagen,Youssef Zalal ,Ilia Topuria ,Featherweight Bout, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Kevin Sataki,Mike Bell 28 - 29. Anders Ohlsson 28 - 29. Vito Paolillo 28 - 29.,Youssef Zalal ,0,17,53,32%,40 of 85,0,2,0%,1,3,2:51,10 of 43,4 of 7,3 of 3,15 of 50,2 of 2,0 of 1,Ilia Topuria ,0,13,33,39%,30 of 62,5,9,55%,5,0,8:02,7 of 23,6 of 10,0 of 0,12 of 30,1 of 2,0 of 1
UFC Fight Night: Moraes vs. Sandhagen,Alan Baudot ,Tom Aspinall ,Heavyweight Bout, KO/TKO ,1,1:35,3 Rnd (5-5-5),Lukasz Bosacki,Punches to Head From Mount,Tom Aspinall ,0,16,25,64%,17 of 26,1,1,100%,0,0,0:30,15 of 24,0 of 0,1 of 1,4 of 10,0 of 0,12 of 15,Alan Baudot ,0,3,12,25%,5 of 14,0,0,---,0,0,0:00,1 of 10,0 of 0,2 of 2,3 of 12,0 of 0,0 of 0
UFC Fight Night: Moraes vs. Sandhagen,Markus Perez ,Dricus Du Plessis ,Middleweight Bout, KO/TKO ,1,3:22,3 Rnd (5-5-5),Kevin Sataki,Punch to Head At Distance,Markus Perez ,0,14,43,32%,14 of 43,0,0,---,0,0,0:00,8 of 36,3 of 4,3 of 3,14 of 43,0 of 0,0 of 0,Dricus Du Plessis ,1,26,58,44%,26 of 58,0,0,---,0,0,0:02,7 of 28,4 of 5,15 of 25,23 of 54,0 of 0,3 of 4
UFC Fight Night: Moraes vs. Sandhagen,Ben Rothwell ,Marcin Tybura ,Heavyweight Bout, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Marc Goddard,Mike Bell 27 - 29. Anders Ohlsson 27 - 29. Victor Wolf 27 - 29.,Ben Rothwell ,0,89,276,32%,95 of 287,0,0,---,0,0,0:19,63 of 247,16 of 19,10 of 10,78 of 260,11 of 16,0 of 0,Marcin Tybura ,0,94,183,51%,155 of 274,1,3,33%,0,0,3:08,69 of 154,15 of 19,10 of 10,89 of 165,3 of 12,2 of 6
UFC Fight Night: Moraes vs. Sandhagen,Makwan Amirkhani ,Edson Barboza ,Featherweight Bout, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Kevin Sataki,Darryl Ransom 26 - 30. Vito Paolillo 27 - 30. Victor Wolf 28 - 29.,Edson Barboza ,2,32,74,43%,34 of 77,0,0,---,1,0,1:38,8 of 42,18 of 23,6 of 9,31 of 69,0 of 1,1 of 4,Makwan Amirkhani ,0,11,39,28%,25 of 59,3,6,50%,0,0,3:13,10 of 36,1 of 3,0 of 0,10 of 36,0 of 1,1 of 2
UFC Fight Night: Moraes vs. Sandhagen,Marlon Moraes ,Cory Sandhagen ,Bantamweight Bout, KO/TKO ,2,1:03,5 Rnd (5-5-5-5-5),Marc Goddard,Kick to Head At Distance Wheel kick,Marlon Moraes ,0,14,50,28%,14 of 50,1,1,100%,0,0,0:09,10 of 39,1 of 5,3 of 6,14 of 50,0 of 0,0 of 0,Cory Sandhagen ,1,38,88,43%,38 of 88,0,0,---,0,0,0:04,16 of 63,9 of 10,13 of 15,36 of 84,0 of 0,2 of 4
UFC Fight Night: Holm vs. Aldana,Heili Alateng ,Casey Kenney ,Bantamweight Bout, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Kevin Sataki,Lukasz Bosacki 25 - 30. Clemens Werner 26 - 30. Dave Tirelli 27 - 30.,Casey Kenney ,0,109,263,41%,109 of 263,0,1,0%,0,0,0:00,57 of 192,41 of 58,11 of 13,109 of 261,0 of 2,0 of 0,Heili Alateng ,0,46,171,26%,46 of 171,0,0,---,0,0,0:00,26 of 140,11 of 20,9 of 11,46 of 171,0 of 0,0 of 0
UFC Fight Night: Holm vs. Aldana,Jinh Yu Frey ,Loma Lookboonmee ,Women's Strawweight Bout, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Marc Goddard,Mike Bell 27 - 30. Lukasz Bosacki 27 - 30. Clemens Werner 28 - 29.,Loma Lookboonmee ,0,80,137,58%,85 of 142,0,1,0%,0,0,1:23,27 of 61,35 of 56,18 of 20,42 of 86,38 of 50,0 of 1,Jinh Yu Frey ,0,26,61,42%,39 of 75,1,4,25%,0,0,2:34,21 of 49,4 of 8,1 of 4,13 of 47,13 of 14,0 of 0
UFC Fight Night: Holm vs. Aldana,Jordan Williams ,Nassourdine Imavov ,Middleweight Bout, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Kevin Sataki,Ahmed Korchi 27 - 29. Dave Tirelli 27 - 29. Anders Ohlsson 28 - 29.,Jordan Williams ,0,30,98,30%,62 of 137,0,3,0%,0,0,2:24,25 of 88,4 of 9,1 of 1,23 of 88,7 of 10,0 of 0,Nassourdine Imavov ,0,68,110,61%,81 of 126,1,8,12%,4,0,4:51,50 of 90,13 of 14,5 of 6,48 of 83,12 of 13,8 of 14
UFC Fight Night: Holm vs. Aldana,Court McGee ,Carlos Condit ,Welterweight Bout, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Marc Goddard,Anders Ohlsson 27 - 30. Dave Tirelli 27 - 30. Clemens Werner 27 - 30.,Carlos Condit ,1,88,230,38%,88 of 230,0,0,---,0,0,0:02,50 of 173,17 of 34,21 of 23,87 of 228,0 of 0,1 of 2,Court McGee ,0,84,182,46%,84 of 182,0,0,---,0,0,0:00,9 of 73,28 of 51,47 of 58,84 of 182,0 of 0,0 of 0
UFC Fight Night: Holm vs. Aldana,Dequan Townsend ,Dusko Todorovic ,Middleweight Bout, KO/TKO ,2,3:15,3 Rnd (5-5-5),Jason Herzog,Punches to Head From Mount,Dequan Townsend ,0,13,41,31%,21 of 49,0,0,---,0,0,0:18,5 of 28,6 of 11,2 of 2,10 of 38,3 of 3,0 of 0,Dusko Todorovic ,0,85,134,63%,109 of 167,1,2,50%,0,0,3:25,66 of 114,11 of 12,8 of 8,39 of 67,17 of 20,29 of 47
UFC Fight Night: Holm vs. Aldana,Cameron Else ,Kyler Phillips ,Bantamweight Bout, KO/TKO ,2,0:44,3 Rnd (5-5-5),Marc Goddard,Elbows to Head From Back Control,Kyler Phillips ,0,32,78,41%,34 of 80,2,2,100%,0,0,2:25,22 of 63,5 of 8,5 of 7,13 of 41,0 of 0,19 of 37,Cameron Else ,0,11,30,36%,20 of 43,0,0,---,0,0,0:03,4 of 20,6 of 8,1 of 2,10 of 28,0 of 0,1 of 2
UFC Fight Night: Holm vs. Aldana,Julianna Pena ,Germaine de Randamie ,Women's Bantamweight Bout, Submission ,3,3:25,3 Rnd (5-5-5),,Guillotine Choke In Clinch,Germaine de Randamie ,0,37,91,40%,57 of 119,0,0,---,2,0,0:48,32 of 86,5 of 5,0 of 0,32 of 84,4 of 6,1 of 1,Julianna Pena ,0,27,91,29%,58 of 125,3,6,50%,0,0,5:55,19 of 79,7 of 10,1 of 2,18 of 75,2 of 2,7 of 14
UFC Fight Night: Holm vs. Aldana,Yorgan De Castro ,Carlos Felipe ,Heavyweight Bout, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Kevin Sataki,Lukasz Bosacki 27 - 30. Anders Ohlsson 27 - 30. Ahmed Korchi 28 - 29.,Yorgan De Castro ,0,48,100,48%,113 of 174,0,1,0%,0,0,3:13,24 of 72,8 of 11,16 of 17,48 of 99,0 of 1,0 of 0,Carlos Felipe ,0,78,177,44%,88 of 187,0,0,---,0,0,1:28,39 of 127,28 of 38,11 of 12,65 of 161,13 of 16,0 of 0
UFC Fight Night: Holm vs. Aldana,Irene Aldana ,Holly Holm ,Women's Bantamweight Bout, Decision - Unanimous ,5,5:00,5 Rnd (5-5-5-5-5),Marc Goddard,Mike Bell 44 - 50. Dave Tirelli 45 - 50. Clemens Werner 45 - 50.,Holly Holm ,0,154,301,51%,187 of 342,5,14,35%,0,0,5:16,50%,53 of 102,1 of 3,33%,0,0,Irene Aldana ,0,69,185,37%,92 of 210,0,0,---,0,0,0:03,32%,32 of 71,0 of 0,---,0,0
UFC 253: Adesanya vs. Costa,Jeff Hughes ,Juan Espino ,Heavyweight Bout, Submission ,1,3:48,3 Rnd (5-5-5),Kevin Sataki,Neck Crank From Side Control Scarf hold choke,Juan Espino ,0,10,17,58%,21 of 29,5,7,71%,1,0,2:36,9 of 14,1 of 1,0 of 2,2 of 7,0 of 0,8 of 10,Jeff Hughes ,0,0,1,0%,0 of 1,0,0,---,0,0,0:00,0 of 0,0 of 0,0 of 1,0 of 1,0 of 0,0 of 0
UFC 253: Adesanya vs. Costa,Aleksa Camur ,William Knight ,Light Heavyweight Bout, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Lukasz Bosacki,Mike Bell 28 - 29. Ahmed Korchi 27 - 30. Dave Tirelli 27 - 30.,William Knight ,0,38,54,70%,58 of 77,4,5,80%,1,1,6:39,29 of 40,3 of 6,6 of 8,10 of 24,9 of 9,19 of 21,Aleksa Camur ,0,17,30,56%,59 of 72,1,4,25%,0,0,5:26,8 of 18,8 of 11,1 of 1,9 of 22,8 of 8,0 of 0
UFC 253: Adesanya vs. Costa,Shane Young ,Ludovit Klein ,Featherweight Bout, KO/TKO ,1,1:16,3 Rnd (5-5-5),Kevin Sataki,Kick to Head At Distance,Shane Young ,0,4,7,57%,4 of 7,0,0,---,0,0,0:00,0 of 0,1 of 3,3 of 4,4 of 7,0 of 0,0 of 0,Ludovit Klein ,1,9,13,69%,9 of 13,0,0,---,0,0,0:03,6 of 10,3 of 3,0 of 0,8 of 12,0 of 0,1 of 1
UFC 253: Adesanya vs. Costa,Diego Sanchez ,Jake Matthews ,Welterweight Bout, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Jason Herzog,Anders Ohlsson 26 - 30. Dave Tirelli 26 - 30. Clemens Werner 26 - 30.,Diego Sanchez ,0,25,81,30%,38 of 95,0,1,0%,0,0,0:00,12 of 57,4 of 12,9 of 12,23 of 77,0 of 0,2 of 4,Jake Matthews ,1,72,148,48%,93 of 174,1,2,50%,0,0,4:52,69 of 145,3 of 3,0 of 0,42 of 97,1 of 1,29 of 50
UFC 253: Adesanya vs. Costa,Alex Da Silva ,Brad Riddell ,Lightweight Bout, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Lukasz Bosacki,Mike Bell 28 - 29. Ahmed Korchi 28 - 29. Clemens Werner 28 - 29.,Brad Riddell ,0,67,166,40%,86 of 185,1,6,16%,0,0,1:24,47 of 142,13 of 16,7 of 8,61 of 158,5 of 7,1 of 1,Alex Da Silva ,0,54,112,48%,70 of 133,3,9,33%,1,1,5:17,35 of 91,10 of 12,9 of 9,49 of 105,4 of 6,1 of 1
UFC 253: Adesanya vs. Costa,Zubaira Tukhugov ,Hakeem Dawodu ,Featherweight Bout, Decision - Split ,3,5:00,3 Rnd (5-5-5),Kevin Sataki,Ahmed Korchi 28 - 29. Anders Ohlsson 27 - 30. Dave Tirelli 29 - 28.,Hakeem Dawodu ,0,69,136,50%,70 of 137,0,0,---,0,0,0:00,31 of 80,14 of 21,24 of 35,69 of 136,0 of 0,0 of 0,Zubaira Tukhugov ,0,35,93,37%,40 of 98,1,7,14%,0,0,2:03,31 of 88,4 of 5,0 of 0,34 of 92,0 of 0,1 of 1
UFC 253: Adesanya vs. Costa,Sijara Eubanks ,Ketlen Vieira ,Women's Bantamweight Bout, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Jason Herzog,Mike Bell 28 - 29. Anders Ohlsson 28 - 29. Dave Tirelli 28 - 29.,Ketlen Vieira ,0,68,171,39%,93 of 203,2,5,40%,0,0,2:27,65 of 165,3 of 6,0 of 0,66 of 169,2 of 2,0 of 0,Sijara Eubanks ,0,69,149,46%,72 of 152,0,1,0%,0,0,0:39,34 of 102,22 of 34,13 of 13,65 of 143,2 of 3,2 of 3
UFC 253: Adesanya vs. Costa,Kai Kara-France ,Brandon Royval ,Flyweight Bout, Submission ,2,0:48,3 Rnd (5-5-5),Lukasz Bosacki,Guillotine Choke In Clinch,Kai Kara-France ,1,22,38,57%,22 of 39,0,1,0%,0,0,1:31,12 of 28,1 of 1,9 of 9,21 of 35,1 of 3,0 of 0,Brandon Royval ,2,39,71,54%,51 of 85,0,0,---,1,0,1:31,27 of 56,7 of 9,5 of 6,34 of 64,4 of 6,1 of 1
UFC 253: Adesanya vs. Costa,Dominick Reyes ,Jan Blachowicz ,UFC Light Heavyweight Title Bout, KO/TKO ,2,4:36,5 Rnd (5-5-5-5-5),Kevin Sataki,Punch to Head At Distance,Dominick Reyes ,0,21,51,41%,21 of 51,0,0,---,0,0,0:00,9 of 35,2 of 5,10 of 11,21 of 51,0 of 0,0 of 0,Jan Blachowicz ,1,41,89,46%,41 of 89,0,0,---,0,0,0:03,25 of 70,6 of 9,10 of 10,37 of 83,1 of 2,3 of 4
UFC 253: Adesanya vs. Costa,Paulo Costa ,Israel Adesanya ,UFC Middleweight Title Bout, KO/TKO ,2,3:59,5 Rnd (5-5-5-5-5),Jason Herzog,Punch to Head At Distance,Israel Adesanya ,1,55,84,65%,55 of 84,0,0,---,0,0,0:09,24 of 51,5 of 6,26 of 27,45 of 71,2 of 3,8 of 10,Paulo Costa ,0,12,26,46%,12 of 26,0,0,---,0,0,0:01,2 of 13,7 of 8,3 of 5,12 of 26,0 of 0,0 of 0
UFC Fight Night: Covington vs. Woodley,Irwin Rivera ,Andre Ewell ,Bantamweight Bout, Decision - Split ,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Mike Bell 28 - 29. Dave Hagen 28 - 29. Junichiro Kamijo 29 - 28.,Andre Ewell ,0,123,299,41%,124 of 301,0,0,---,0,0,0:48,78 of 226,36 of 64,9 of 9,119 of 293,4 of 6,0 of 0,Irwin Rivera ,0,81,176,46%,85 of 180,1,9,11%,0,1,0:18,49 of 134,14 of 24,18 of 18,74 of 164,1 of 4,6 of 8
